Folio CFI,Empacadora,Fecha expedición,Tipo,Oficial,Folio RPV,Tercero especialista,Tercería,Producto,Variedad,Transporte,Cantidad,Uni. Medida,Mpio. Origen,País Destino,Estado destino,Mpio. Destino,Puerto de entrada,Estatus,No. cajas,Referencia,Observaciones,Justificación,Id Predicción,Id Continente,Continente
1036,David Preciado Aguilar,01/01/2020,Internacional,Andrea López Gonzales,VXLQA1WMYP4K-5O938BCZR2J9TU3612GS005E,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,8348,Kilogramos,Tuxpan; Unión De San Antonio; Unión De Tula; Valle De Guadalupe,Singapur,Centro Singapur,Singapur,Singapur,Original,835,,,,4,4,Asia
1037,David Preciado Aguilar,01/01/2020,Internacional,Sandra Barrera Robles,FA82SO5ZV7PB-Q1G9CKDJRE6XLU5YIWM37N64,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,9766,Kilogramos,San Gabriel; Valle De Juárez; Villa Corona; Villa Guerrero,U Europea,Andalucía,Valle-niza,Valle-niza,Original,977,,,,2,3,Europa
1038,David Preciado Aguilar,01/01/2020,Internacional,Berenice Bernardino Padilla,Z6MJA3UVC7F1-Q0L3Y5ID2K88P2NHX0197OT4,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,6084,Kilogramos,Cañadas De Obregón; Villa Hidalgo; Yahualica De Gonzále; Zacoalco De Torres,Francia,Le Havre,Le Havre ,Le Havre ,Original,608,,,,2,3,Europa
1039,David Preciado Aguilar,01/01/2020,Internacional,Francisco Fernández Villa,S78I9L63CRKM-TJYBXEZ595684QV0A7PU4F0O,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,762,Kilogramos,Zapopan; Zapotiltic; Zapotitlán De Vadill,Alemania,Berlin,Berlin,Berlin,Original,76,,,,2,3,Europa
1040,David Preciado Aguilar,01/01/2020,Internacional,Isabella Rodríguez Molina,C3U9W63GX6T1-98757RI802N04ZPKE4HD1SMQ,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,7491,Kilogramos,Acatic; San Ignacio Cerro Go; Zapotlanejo; Zapotlán Del Rey,Portugal,Lisboa,Lisboa,Lisboa,Original,749,,,,2,3,Europa
1041,David Preciado Aguilar,01/01/2020,Internacional,Andrea López Gonzales,597427KC31HZ-FSV56A8RG0WX8L1QNM3602OT,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,7087,Kilogramos,Acatlán De Juárez; Ahualulco De Mercado; Amacueca; Amatitán; Ameca,A Saudita,Dammam ,Dammam ,Dammam ,Original,709,,,,4,1,Medio Oriente
1042,David Preciado Aguilar,01/01/2020,Internacional,Sandra Barrera Robles,BAKL9ODI11FX-SU44G3N0HP2529V6QTZ0WCME,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,4582,Kilogramos,Arandas; Atemajac De Brizuela; El Arenal; San Juanito De Escob,Qatar,Doha,Doha,Doha,Original,458,,,,4,1,Medio Oriente
1043,David Preciado Aguilar,01/01/2020,Internacional,Berenice Bernardino Padilla,9MX7ATRV81Z8-JE963267CS0D5GF3HN5YBP4K,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,7943,Kilogramos,Atengo; Atenguillo; Atotonilco El Alto; Atoyac,Aeropuerto Intkuwait,Kuwait,Kuwait,Kuwait,Original,794,,,,4,1,Medio Oriente
1044,David Preciado Aguilar,01/01/2020,Internacional,Francisco Fernández Villa,XT8JH29FLM74-3S9615201ORZDB7WE4Y5UNG3,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,2410,Kilogramos,Autlán De Navarro,R Bahrein,Bahrein,Bahrein,Bahrein,Original,241,,,,4,1,Medio Oriente
1045,Avocado,01/01/2020,Internacional,Isabella Rodríguez Molina,Z3H28P90B17V-5G6QCE0A8F1LRS9J2WO4XMK5,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,9259,Kilogramos,Ayotlán; Ayutla; Bolaños; Cabo Corrientes; La Barca,Japón,Osaka,Osaka,Osaka,Original,926,,,,1,4,Asia
1046,Avocado,01/01/2020,Internacional,Andrea López Gonzales,FT0KP9MHW0O6-4E2DCNYSI5J8B91QA373VLRG,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,3083,Kilogramos,Casimiro Castillo; Cihuatlán; Cocula; Colotlán; Zapotlán El Grande,Reino Unido,Essex,Essex,Essex,Original,308,,,,2,3,Europa
1047,Avocado,01/01/2020,Internacional,Sandra Barrera Robles,K6NGJ91HBU2A-5LO8I3C6P4RXY20703V8WSD4,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,7045,Kilogramos,Concepción De Buenos; Cuautitlán De García; Cuautla; Cuquío,Corea,Seúl,Yeongdeungpo-gu,Yeongdeungpo-gu,Original,705,,,,4,4,Asia
1048,Avocado,01/01/2020,Internacional,Berenice Bernardino Padilla,DSMVCHQ2206G-1PZ9F48553B398E7T4YI7W6N,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,3503,Kilogramos,Chapala; Chimaltitán; Chiquilistlán; Degollado; Ejutla,Hong Kong,Sha Tin,Sha Tin,Sha Tin,Original,350,,,,4,4,Asia
1049,Avocado,01/01/2020,Internacional,Francisco Fernández Villa,BF76CL9W1Q02-VE2NI5PXO6T9S3A8R7ZGHDM5,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,9281,Kilogramos,Encarnación De Díaz; Etzatlán,El Salvador,San Salvador,San Salvador,San Salvador,Original,928,,,,4,2,America
1050,Avocado,01/01/2020,Internacional,Isabella Rodríguez Molina,9CMA15FR7J8V-703QSDN92X0Z5BOPYUTHEK13,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,7122,Kilogramos,El Grullo,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,712,,,,4,2,America
1051,Avocado,01/01/2020,Internacional,Andrea López Gonzales,YJHA62KPTV1X-C9Z64F58Q70NBO0D1W2U37G9,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,5405,Kilogramos,Guachinango; Guadalajara,Panamá,Panamá,Panamá,Panamá,Original,541,,,,4,2,America
1052,Avocado,01/01/2020,Internacional,Sandra Barrera Robles,A40N6TZ7EQO8-7R2L1CXJP3UIWFY20BM3K954,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,1923,Kilogramos,Hostotipaquillo; Huejuquilla El Alto; Huejúcar; La Huerta,U Europea,Andalucía,Valle-niza,Valle-niza,Original,192,,,,2,3,Europa
1053,Avocado,01/01/2020,Internacional,Berenice Bernardino Padilla,OQGYB0592PZC-1JHLF1MV4U79603DIN7XW5KR,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,1065,Kilogramos,Ixtlahuacán De Los M; Ixtlahuacán Del Río; Jalostotitlán,Francia,Le Havre,Le Havre ,Le Havre ,Original,107,,,,2,3,Europa
1054,Avocado,01/01/2020,Internacional,Francisco Fernández Villa,KRI7G498A0U5-YW8LP6202FHMO95QS6NB313D,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,8421,Kilogramos,Jamay,Alemania,Berlin,Berlin,Berlin,Original,842,,,,2,3,Europa
1055,Avocado,01/01/2020,Internacional,Isabella Rodríguez Molina,2Z3VKWS6NARU-4245H1CPY0JX9I390B6G5OM8,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,6135,Kilogramos,Jesús María; Jilotlán De Los Dolo,Portugal,Lisboa,Lisboa,Lisboa,Original,614,,,,2,3,Europa
1056,Avocado,01/01/2020,Internacional,Andrea López Gonzales,45FMQH5O90JT-P1NA97D42BZ1YGV38CX6U06E,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,9997,Kilogramos,Jocotepec; Juanacatlán; Juchitlán; Lagos De Moreno,A Saudita,Dammam ,Dammam ,Dammam ,Original,1000,,,,4,1,Medio Oriente
1057,Avocado,01/01/2020,Internacional,Sandra Barrera Robles,O4H4SZC30AF2-J9GBP601LI27MN58DV8RKT7U,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,3090,Kilogramos,El Limón; Magdalena,Qatar,Doha,Doha,Doha,Original,309,,,,4,1,Medio Oriente
1058,Agro Jalisco,01/01/2020,Internacional,Berenice Bernardino Padilla,KF6TICBRL7W9-9DJ8141PQ2YZ8U5OM5VA63HG,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,3739,Kilogramos,La Manzanilla De La ; Mascota; Santa María Del Oro,China,Shangai,Shangai,Shangai,Original,374,,,,4,4,Asia
1059,Agro Jalisco,01/01/2020,Internacional,Francisco Fernández Villa,B0558XIJ7Q26-129HT9FGYNSA47DORVU064M1,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,4485,Kilogramos,Mazamitla; Mexticacán; Mezquitic,Japón,Osaka,Osaka,Osaka,Original,449,,,,1,4,Asia
1060,Agro Jalisco,01/01/2020,Internacional,Isabella Rodríguez Molina,89WLTSMDAXHB-8F796G0Z74YCINJ1R3PK5QU0,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,733,Kilogramos,Mixtlán,Canada,Quebec,Montreal,Montreal,Original,73,,,,3,2,America
1061,Agro Jalisco,01/01/2020,Internacional,Andrea López Gonzales,7253QTLOW9MR-S137V1U66IZ4H98BCG08KJXD,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,9467,Kilogramos,Ocotlán; Ojuelos De Jalisco; Pihuamo,Reino Unido,Essex,Essex,Essex,Original,947,,,,2,3,Europa
1062,Agro Jalisco,01/01/2020,Internacional,Sandra Barrera Robles,7GQ8Y1NH132Z-BU5K0X844DJVIW963C6FROSA,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,6366,Kilogramos,Poncitlán,Honduras,Tegucigalpa,Tegucigalpa,Tegucigalpa,Original,637,,,,4,2,America
1063,Agro Jalisco,01/01/2020,Internacional,Berenice Bernardino Padilla,U260O457B1JD-20C4WKTRF93IA5YVPH1986NX,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,6120,Kilogramos,El Salto; Puerto Vallarta; Quitupan; San Cristóbal De La ; Villa Purificación,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Original,612,,,,4,2,America
1064,Agro Jalisco,01/01/2020,Internacional,Francisco Fernández Villa,X4UNQ2K5HZ07-A619EYFMR9S30435I1VL8GW8,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,2287,Kilogramos,San Diego De Alejand; San Juan De Los Lago,Panamá,Panamá,Panamá,Panamá,Original,229,,,,4,2,America
1065,Agro Jalisco,01/01/2020,Internacional,Isabella Rodríguez Molina,XV2S1FJ7Z0H4-U3QI56W8L3P7N2DT99CKYB48,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,1780,Kilogramos,San Julián; San Marcos,Francia,Le Havre,Le Havre ,Le Havre ,Original,178,,,,2,3,Europa
1066,Agro Jalisco,01/01/2020,Internacional,Andrea López Gonzales,T04CPN1526UJ-1G4MS2908I3ZQ7VFL3BE6Y7W,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,3066,Kilogramos,Gómez Farías; San Martín De Bolaño; San Martín Hidalgo; San Miguel El Alto; San Sebastián Del Oe,España,Algeciras,Algeciras,Algeciras,Original,307,,,,2,3,Europa
1067,Agro Jalisco,01/01/2020,Internacional,Sandra Barrera Robles,K9J4OC3QTB7X-088YR7025FSM1G13AP6HED6L,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,6866,Kilogramos,Santa María De Los á; Sayula; Tala,P Bajos,Amsterdam,Amsterdam,Amsterdam,Original,687,,,,2,3,Europa
1068,Agro Jalisco,01/01/2020,Internacional,Berenice Bernardino Padilla,8JAS085K41O2-F1ZRQVCH526UEDLP3MW46N9X,Alexander Martínez Aguilar,Amenac,Persea americana,Hass,Terrestre,9353,Kilogramos,Talpa De Allende; Tamazula De Gordiano; Tapalpa,A Saudita,Dammam ,Dammam ,Dammam ,Original,935,,,,4,1,Medio Oriente
1069,Agro Jalisco,01/01/2020,Internacional,Francisco Fernández Villa,CUN0ZGQV0PI2-56K56LR3O81B9243XJHEY7TA,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Méndez,Aéreo,1318,Kilogramos,Tecalitlán,R Bahrein,Bahrein,Bahrein,Bahrein,Original,132,,,,4,1,Medio Oriente
1070,Agro Jalisco,01/01/2020,Internacional,Isabella Rodríguez Molina,6Q63LGRAIZ0J-4Y8MS8PX3E14DO25NK7U0VCH,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Hass,Marítimo,1531,Kilogramos,Tecolotlán,Malaysia,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Original,153,,,,4,4,Asia
1071,Agro Jalisco,01/01/2020,Internacional,Andrea López Gonzales,Q26KN1F0J607-234P8HB54X3WT8SV1DUIOEZ9,Alexander Martínez Aguilar,Amenac,Persea americana,Méndez,Terrestre,7430,Kilogramos,Techaluta De Montene,Uruguay,Uruguay,Montevideo,Montevideo,Original,743,,,,4,2,America
1072,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/01/2020,Internacional,Sandra Barrera Robles,PJ1ZLBS84U56-42KY90Q3WH977VF108XO5AG2,Martín Herrera Vázquez,Pamfa A.C.,Persea americana,Hass,Aéreo,7954,Kilogramos,Tenamaxtlán; Teocaltiche; Teocuitatlán De Coro; Tepatitlán De Morelo; Tequila,Reino Unido,Essex,Essex,Essex,Original,795,,,,2,3,Europa
1073,Eliseo Marquez Chavez Y/o Aguacates D' Eliseos,01/01/2020,Internacional,Berenice Bernardino Padilla,R5BNECLF103Y-8OW92SK1Z9Q267TDA734GJ5V,Antonio Luis juan Méndez,Siar A.C.,Persea americana,Méndez,Marítimo,6168,Kilogramos,Teuchitlán; Tizapán El Alto; Tlajomulco De Zúñiga,Costa Rica,Cártago,Cártago,Cártago,Original,617,,,,4,2,America
